Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"15/4/2026, 9:59:50 am",Second year,Mechanical,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Rarely,Sometimes (1-2 times a week),Minor impact,Every night,Never,Never,High stress,Average
"15/4/2026, 7:26:11 pm",Second year,CSE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Poor,Sometimes,Rarely,Sometimes (1-2 times a week),Major impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Below Average
"15/4/2026, 9:30:04 pm",First year,ECE,Male,Sometimes (3-4 times a week),4-5 hours,Sometimes (3-4 times a week),Very poor,Sometimes,Never,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Often (5-6 times a week),High stress,Poor
"15/4/2026, 9:30:06 pm",Third year,CSE,Female,Every night,Less than 4 hours,Sometimes (3-4 times a week),Good,Sometimes,Often,Never,Moderate impact,Every night,Never,Rarely (1-2 times a week),High stress,Below Average
"15/4/2026, 9:30:26 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Sometimes (3-4 times a week),Average,Sometimes,Always,Often (3-4 times a week),Minor impact,Every night,Never,Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:30:44 pm",Third year,CSE,Female,Often (5-6 times a week),5-6 hours,Every night,Good,Always,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
"15/4/2026, 9:30:53 pm",Third year,Other,Female,Sometimes (3-4 times a week),4-5 hours,Often (5-6 times a week),Average,Sometimes,Rarely,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Every day,Never,High stress,Poor
"15/4/2026, 9:31:00 pm",Third year,ECE,Male,Often (5-6 times a week),5-6 hours,Every night,Very good,Rarely,Often,Rarely (1-2 times a month),Severe impact,Every night,Every day,Never,High stress,Poor
"15/4/2026, 9:31:02 pm",Third year,Other,Female,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Often,Often (3-4 times a week),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Never,Extremely high stress,Below Average
"15/4/2026, 9:31:03 pm",First year,CSE,Male,Often (5-6 times a week),5-6 hours,Sometimes (3-4 times a week),Good,Sometimes,Always,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Never,High stress,Below Average
"15/4/2026, 9:31:09 pm",Second year,CSE,Male,Sometimes (3-4 times a week),Less than 4 hours,Sometimes (3-4 times a week),Average,Never,Often,Rarely (1-2 times a month),Minor impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:31:22 pm",Third year,CSE,Female,Sometimes (3-4 times a week),Less than 4 hours,Often (5-6 times a week),Average,Always,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Rarely (1-2 times a week),Every day,Low stress,Average
"15/4/2026, 9:31:27 pm",First year,Civil,Male,Every night,5-6 hours,Sometimes (3-4 times a week),Poor,Never,Sometimes,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Never,Rarely (1-2 times a week),Extremely high stress,Below Average
"15/4/2026, 9:31:29 pm",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Sometimes (3-4 times a week),Average,Always,Rarely,Always,Moderate impact,Every night,Rarely (1-2 times a week),Every day,No stress,Good
"15/4/2026, 9:31:35 pm",Second year,CSE,Male,Every night,4-5 hours,Often (5-6 times a week),Good,Always,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Extremely high stress,Below Average
"15/4/2026, 9:31:36 pm",Third year,EEE,Male,Every night,5-6 hours,Often (5-6 times a week),Very poor,Rarely,Rarely,Rarely (1-2 times a month),Minor impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:31:43 pm",Third year,Civil,Female,Rarely (1-2 times a week),5-6 hours,Rarely (1-2 times a week),Good,Sometimes,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Low stress,Average
"15/4/2026, 9:31:48 pm",Third year,CSE,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Every day,Sometimes (3-4 times a week),High stress,Good
"15/4/2026, 9:32:03 pm",Third year,Other,Male,Often (5-6 times a week),Less than 4 hours,Often (5-6 times a week),Poor,Often,Sometimes,Rarely (1-2 times a month),Severe impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Below Average
"15/4/2026, 9:32:11 pm",Third year,ECE,Male,Often (5-6 times a week),Less than 4 hours,Often (5-6 times a week),Good,Rarely,Sometimes,Rarely (1-2 times a month),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Below Average
"15/4/2026, 9:32:19 pm",Third year,CSE,Male,Every night,5-6 hours,Sometimes (3-4 times a week),Very good,Sometimes,Sometimes,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Sometimes (3-4 times a week),Never,High stress,Poor
"15/4/2026, 9:32:31 pm",Second year,EEE,Male,Often (5-6 times a week),4-5 hours,Every night,Good,Never,Sometimes,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Never,Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:32:41 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Every night,Good,Rarely,Always,Never,Moderate impact,Every night,Never,Every day,Extremely high stress,Below Average
"15/4/2026, 9:32:46 pm",Third year,ECE,Female,Every night,Less than 4 hours,Never,Poor,Sometimes,Never,Never,Minor impact,Often (5-6 times a week),Never,Never,High stress,Average
"15/4/2026, 9:32:59 pm",Third year,CSE,Male,Sometimes (3-4 times a week),Less than 4 hours,Sometimes (3-4 times a week),Poor,Always,Often,Always,Moderate impact,Every night,Every day,Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:33:00 pm",Third year,EEE,Female,Sometimes (3-4 times a week),Less than 4 hours,Every night,Average,Often,Sometimes,Never,Minor impact,Rarely (1-2 times a week),Never,Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:33:01 pm",Third year,CSE,Male,Often (5-6 times a week),4-5 hours,Often (5-6 times a week),Very good,Sometimes,Sometimes,Never,Minor impact,Often (5-6 times a week),Every day,Sometimes (3-4 times a week),High stress,Poor
"15/4/2026, 9:33:15 pm",Third year,CSE,Male,Never,5-6 hours,Rarely (1-2 times a week),Very poor,Often,Often,Rarely (1-2 times a month),Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:33:27 pm",First year,CSE,Female,Often (5-6 times a week),Less than 4 hours,Sometimes (3-4 times a week),Average,Always,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Never,High stress,Below Average
"15/4/2026, 9:33:32 pm",Third year,CSE,Male,Often (5-6 times a week),4-5 hours,Often (5-6 times a week),Poor,Often,Often,Sometimes (1-2 times a week),Major impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Low stress,Good
"15/4/2026, 9:33:46 pm",Second year,CSE,Male,Every night,4-5 hours,Every night,Average,Sometimes,Rarely,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Never,Often (5-6 times a week),High stress,Poor
"15/4/2026, 9:33:53 pm",Third year,EEE,Male,Often (5-6 times a week),5-6 hours,Sometimes (3-4 times a week),Poor,Always,Rarely,Often (3-4 times a week),Moderate impact,Every night,Never,Rarely (1-2 times a week),High stress,Below Average
"15/4/2026, 9:34:26 pm",Second year,CSE,Female,Every night,Less than 4 hours,Sometimes (3-4 times a week),Average,Sometimes,Always,Rarely (1-2 times a month),Minor impact,Never,Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Below Average
"15/4/2026, 9:34:32 pm",Third year,ECE,Female,Every night,Less than 4 hours,Sometimes (3-4 times a week),Average,Sometimes,Always,Always,Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),Extremely high stress,Poor
"15/4/2026, 9:34:37 pm",Third year,EEE,Male,Often (5-6 times a week),Less than 4 hours,Every night,Very poor,Rarely,Rarely,Rarely (1-2 times a month),Moderate impact,Rarely (1-2 times a week),Never,Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:34:38 pm",Third year,Mechanical,Female,Often (5-6 times a week),5-6 hours,Every night,Average,Often,Never,Sometimes (1-2 times a week),Major impact,Sometimes (3-4 times a week),Never,Sometimes (3-4 times a week),High stress,Below Average
"15/4/2026, 9:34:40 pm",Second year,CSE,Male,Every night,Less than 4 hours,Sometimes (3-4 times a week),Good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
"15/4/2026, 9:34:44 pm",Third year,CSE,Male,Every night,Less than 4 hours,Every night,Average,Often,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Every day,Sometimes (3-4 times a week),High stress,Below Average
"15/4/2026, 9:34:47 pm",First year,CSE,Male,Every night,Less than 4 hours,Sometimes (3-4 times a week),Good,Sometimes,Always,Rarely (1-2 times a month),Severe impact,Often (5-6 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:34:48 pm",Third year,CSE,Male,Every night,6-7 hours,Sometimes (3-4 times a week),Average,Rarely,Sometimes,Always,Minor impact,Every night,Never,Often (5-6 times a week),High stress,Average
"15/4/2026, 9:34:50 pm",Third year,CSE,Female,Often (5-6 times a week),5-6 hours,Every night,Average,Rarely,Sometimes,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Never,High stress,Poor
"15/4/2026, 9:34:56 pm",Third year,CSE,Male,Rarely (1-2 times a week),6-7 hours,Never,Poor,Rarely,Rarely,Sometimes (1-2 times a week),Minor impact,Every night,Every day,Sometimes (3-4 times a week),Low stress,Excellent
"15/4/2026, 9:35:03 pm",Third year,ECE,Male,Every night,Less than 4 hours,Every night,Average,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),Extremely high stress,Poor
"15/4/2026, 9:35:04 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Rarely (1-2 times a week),Average,Sometimes,Often,Sometimes (1-2 times a week),Major impact,Sometimes (3-4 times a week),Every day,Every day,Low stress,Good
"15/4/2026, 9:35:12 pm",Third year,ECE,Male,Every night,Less than 4 hours,Every night,Good,Never,Rarely,Sometimes (1-2 times a week),Minor impact,Never,Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
"15/4/2026, 9:35:16 pm",Third year,CSE,Female,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Rarely,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:35:28 pm",First year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Every night,Good,Sometimes,Always,Rarely (1-2 times a month),Minor impact,Sometimes (3-4 times a week),Never,Often (5-6 times a week),Extremely high stress,Poor
"15/4/2026, 9:35:36 pm",Third year,ECE,Female,Sometimes (3-4 times a week),5-6 hours,Never,Average,Sometimes,Always,Sometimes (1-2 times a week),Minor impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),Low stress,Below Average
"15/4/2026, 9:35:37 pm",First year,CSE,Female,Sometimes (3-4 times a week),4-5 hours,Often (5-6 times a week),Average,Sometimes,Never,Rarely (1-2 times a month),Severe impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),Extremely high stress,Poor
"15/4/2026, 9:35:43 pm",Third year,CSE,Male,Often (5-6 times a week),4-5 hours,Every night,Average,Often,Sometimes,Sometimes (1-2 times a week),Major impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Extremely high stress,Poor
"15/4/2026, 9:36:32 pm",Third year,CSE,Male,Never,5-6 hours,Often (5-6 times a week),Poor,Often,Often,Rarely (1-2 times a month),Minor impact,Every night,Never,Often (5-6 times a week),Low stress,Average
"15/4/2026, 9:36:54 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Often (5-6 times a week),High stress,Poor
"15/4/2026, 9:36:54 pm",Third year,EEE,Male,Sometimes (3-4 times a week),Less than 4 hours,Every night,Average,Always,Rarely,Sometimes (1-2 times a week),Major impact,Every night,Never,Every day,High stress,Below Average
"15/4/2026, 9:37:03 pm",Third year,CSE,Male,Every night,4-5 hours,Often (5-6 times a week),Good,Often,Rarely,Rarely (1-2 times a month),Severe impact,Often (5-6 times a week),Sometimes (3-4 times a week),Never,High stress,Below Average
"15/4/2026, 9:37:14 pm",Third year,ECE,Male,Often (5-6 times a week),4-5 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Often (3-4 times a week),Minor impact,Every night,Never,Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:37:33 pm",Third year,CSE,Male,Every night,Less than 4 hours,Sometimes (3-4 times a week),Average,Rarely,Rarely,Often (3-4 times a week),Moderate impact,Sometimes (3-4 times a week),Never,Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:37:51 pm",Third year,ECE,Male,Often (5-6 times a week),Less than 4 hours,Sometimes (3-4 times a week),Good,Never,Sometimes,Sometimes (1-2 times a week),Moderate impact,Never,Never,Rarely (1-2 times a week),Extremely high stress,Poor
"15/4/2026, 9:37:53 pm",Second year,ECE,Male,Often (5-6 times a week),Less than 4 hours,Sometimes (3-4 times a week),Good,Rarely,Always,Never,Major impact,Often (5-6 times a week),Never,Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:38:05 pm",First year,EEE,Male,Every night,Less than 4 hours,Sometimes (3-4 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Major impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),Extremely high stress,Below Average
"15/4/2026, 9:38:10 pm",Third year,EEE,Male,Sometimes (3-4 times a week),Less than 4 hours,Every night,Good,Sometimes,Always,Never,Minor impact,Sometimes (3-4 times a week),Never,Often (5-6 times a week),Extremely high stress,Average
"15/4/2026, 9:38:12 pm",Fourth year,CSE,Male,Every night,5-6 hours,Sometimes (3-4 times a week),Poor,Sometimes,Sometimes,Often (3-4 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Never,High stress,Poor
"15/4/2026, 9:38:18 pm",Third year,CSE,Male,Every night,Less than 4 hours,Sometimes (3-4 times a week),Average,Often,Often,Sometimes (1-2 times a week),Severe impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Extremely high stress,Below Average
"15/4/2026, 9:38:19 pm",First year,CSE,Male,Every night,Less than 4 hours,Sometimes (3-4 times a week),Good,Often,Often,Often (3-4 times a week),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),Extremely high stress,Poor
"15/4/2026, 9:38:28 pm",Fourth year,CSE,Female,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Good,Rarely,Often,Rarely (1-2 times a month),Major impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Average
"15/4/2026, 9:38:30 pm",First year,CSE,Female,Every night,4-5 hours,Often (5-6 times a week),Good,Always,Sometimes,Never,Moderate impact,Every night,Never,Often (5-6 times a week),Extremely high stress,Poor
"15/4/2026, 9:38:30 pm",First year,CSE,Female,Often (5-6 times a week),5-6 hours,Every night,Good,Always,Sometimes,Rarely (1-2 times a month),Severe impact,Every night,Often (5-6 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:38:34 pm",Third year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Never,Average,Never,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Good
"15/4/2026, 9:38:34 pm",Third year,Other,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Good,Often,Often,Rarely (1-2 times a month),Minor impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),Extremely high stress,Average
"15/4/2026, 9:38:42 pm",Second year,Civil,Male,Rarely (1-2 times a week),Less than 4 hours,Sometimes (3-4 times a week),Poor,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Extremely high stress,Below Average
"15/4/2026, 9:38:43 pm",Third year,Mechanical,Male,Sometimes (3-4 times a week),4-5 hours,Sometimes (3-4 times a week),Good,Rarely,Never,Sometimes (1-2 times a week),Minor impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Below Average
"15/4/2026, 9:38:52 pm",Third year,CSE,Male,Every night,Less than 4 hours,Sometimes (3-4 times a week),Average,Rarely,Sometimes,Always,Moderate impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Extremely high stress,Below Average
"15/4/2026, 9:38:53 pm",Third year,ECE,Female,Sometimes (3-4 times a week),Less than 4 hours,Every night,Good,Sometimes,Often,Never,Moderate impact,Every night,Never,Often (5-6 times a week),Extremely high stress,Poor
"15/4/2026, 9:39:00 pm",Third year,Other,Male,Every night,4-5 hours,Every night,Good,Rarely,Rarely,Sometimes (1-2 times a week),Moderate impact,Every night,Rarely (1-2 times a week),Never,Extremely high stress,Below Average
"15/4/2026, 9:39:05 pm",Third year,ECE,Male,Often (5-6 times a week),4-5 hours,Every night,Good,Often,Always,Rarely (1-2 times a month),Minor impact,Every night,Never,Never,High stress,Poor
"15/4/2026, 9:39:09 pm",Third year,CSE,Male,Sometimes (3-4 times a week),Less than 4 hours,Sometimes (3-4 times a week),Average,Sometimes,Sometimes,Never,Minor impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Poor
"15/4/2026, 9:39:19 pm",Third year,CSE,Male,Often (5-6 times a week),Less than 4 hours,Every night,Average,Never,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Never,Every day,Extremely high stress,Below Average
"15/4/2026, 9:39:21 pm",Fourth year,ECE,Male,Sometimes (3-4 times a week),4-5 hours,Sometimes (3-4 times a week),Good,Rarely,Sometimes,Never,Moderate impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Below Average
"15/4/2026, 9:39:35 pm",Third year,ECE,Male,Often (5-6 times a week),Less than 4 hours,Often (5-6 times a week),Average,Rarely,Often,Always,Severe impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Poor
"15/4/2026, 9:39:48 pm",Third year,ECE,Male,Every night,5-6 hours,Every night,Average,Rarely,Rarely,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Never,Often (5-6 times a week),Extremely high stress,Below Average
"15/4/2026, 9:40:13 pm",Third year,Other,Male,Often (5-6 times a week),6-7 hours,Sometimes (3-4 times a week),Good,Sometimes,Always,Rarely (1-2 times a month),Minor impact,Every night,Sometimes (3-4 times a week),Never,High stress,Good
"15/4/2026, 9:40:25 pm",Third year,Other,Male,Often (5-6 times a week),4-5 hours,Every night,Good,Rarely,Often,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),Extremely high stress,Poor
"15/4/2026, 9:40:32 pm",First year,CSE,Male,Sometimes (3-4 times a week),Less than 4 hours,Every night,Average,Often,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Never,Often (5-6 times a week),Extremely high stress,Average
"15/4/2026, 9:40:47 pm",Third year,ECE,Female,Every night,Less than 4 hours,Every night,Good,Often,Never,Never,Moderate impact,Every night,Rarely (1-2 times a week),Every day,High stress,Below Average
"15/4/2026, 9:40:50 pm",Fourth year,CSE,Male,Every night,5-6 hours,Often (5-6 times a week),Good,Always,Rarely,Never,Moderate impact,Every night,Every day,Sometimes (3-4 times a week),Low stress,Average
"15/4/2026, 9:40:52 pm",Second year,CSE,Male,Sometimes (3-4 times a week),Less than 4 hours,Every night,Average,Rarely,Always,Always,Moderate impact,Every night,Rarely (1-2 times a week),Every day,High stress,Below Average
"15/4/2026, 9:40:56 pm",Second year,ECE,Female,Sometimes (3-4 times a week),4-5 hours,Sometimes (3-4 times a week),Good,Often,Sometimes,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Never,Never,Extremely high stress,Below Average
"15/4/2026, 9:40:57 pm",Third year,CSE,Female,Sometimes (3-4 times a week),5-6 hours,Every night,Average,Rarely,Sometimes,Always,Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Poor
"15/4/2026, 9:41:05 pm",Third year,Mechanical,Female,Every night,5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Minor impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Poor
"15/4/2026, 9:41:09 pm",Third year,ECE,Male,Rarely (1-2 times a week),6-7 hours,Rarely (1-2 times a week),Good,Sometimes,Rarely,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Excellent
"15/4/2026, 9:41:10 pm",Third year,EEE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Very good,Sometimes,Often,Never,Minor impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:41:26 pm",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Never,Very good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Never,Rarely (1-2 times a week),Low stress,Good
"15/4/2026, 9:41:31 pm",First year,CSE,Male,Every night,4-5 hours,Often (5-6 times a week),Good,Often,Sometimes,Rarely (1-2 times a month),Major impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Never,High stress,Below Average
"15/4/2026, 9:41:39 pm",Third year,ECE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Poor,Often,Rarely,Sometimes (1-2 times a week),Major impact,Every night,Never,Every day,Extremely high stress,Poor
"15/4/2026, 9:41:45 pm",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Sometimes (3-4 times a week),Good,Sometimes,Always,Sometimes (1-2 times a week),Severe impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:41:50 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Very good,Sometimes,Sometimes,Sometimes (1-2 times a week),Major impact,Every night,Every day,Every day,Extremely high stress,Poor
"15/4/2026, 9:41:51 pm",First year,ECE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Often,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Extremely high stress,Average
"15/4/2026, 9:42:02 pm",First year,CSE,Male,Every night,4-5 hours,Sometimes (3-4 times a week),Average,Often,Always,Rarely (1-2 times a month),Major impact,Often (5-6 times a week),Often (5-6 times a week),Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:42:03 pm",Third year,ECE,Female,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Good,Rarely,Often,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Never,Extremely high stress,Poor
"15/4/2026, 9:42:11 pm",Third year,Mechanical,Male,Sometimes (3-4 times a week),5-6 hours,Every night,Average,Rarely,Rarely,Always,Minor impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),High stress,Poor
"15/4/2026, 9:42:21 pm",Third year,CSE,Male,Every night,Less than 4 hours,Every night,Poor,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),Extremely high stress,Poor
"15/4/2026, 9:42:41 pm",First year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Every night,Average,Often,Sometimes,Always,Moderate impact,Every night,Sometimes (3-4 times a week),Never,Extremely high stress,Below Average
"15/4/2026, 9:42:42 pm",Fourth year,CSE,Male,Every night,4-5 hours,Every night,Very good,Sometimes,Always,Sometimes (1-2 times a week),Major impact,Sometimes (3-4 times a week),Every day,Every day,Extremely high stress,Below Average
"15/4/2026, 9:42:49 pm",Fourth year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Rarely (1-2 times a month),Severe impact,Every night,Rarely (1-2 times a week),Never,High stress,Good
"15/4/2026, 9:42:57 pm",Third year,CSE,Male,Every night,4-5 hours,Every night,Average,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Never,Every day,High stress,Below Average
"15/4/2026, 9:43:00 pm",Fourth year,CSE,Male,Every night,Less than 4 hours,Sometimes (3-4 times a week),Average,Often,Sometimes,Often (3-4 times a week),Minor impact,Every night,Rarely (1-2 times a week),Never,High stress,Below Average
"15/4/2026, 9:43:18 pm",Third year,Mechanical,Male,Sometimes (3-4 times a week),6-7 hours,Never,Good,Sometimes,Never,Sometimes (1-2 times a week),Moderate impact,Every night,Rarely (1-2 times a week),Never,Low stress,Below Average
"15/4/2026, 9:43:20 pm",First year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Every night,Good,Sometimes,Rarely,Often (3-4 times a week),Moderate impact,Every night,Never,Rarely (1-2 times a week),Extremely high stress,Average
"15/4/2026, 9:43:24 pm",Third year,CSE,Female,Every night,Less than 4 hours,Often (5-6 times a week),Good,Often,Rarely,Never,Minor impact,Every night,Never,Sometimes (3-4 times a week),Low stress,Good
"15/4/2026, 9:43:44 pm",Second year,CSE,Male,Often (5-6 times a week),5-6 hours,Every night,Very poor,Sometimes,Sometimes,Rarely (1-2 times a month),Major impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),Extremely high stress,Below Average
"15/4/2026, 9:43:56 pm",Third year,CSE,Male,Every night,4-5 hours,Sometimes (3-4 times a week),Very good,Sometimes,Often,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Every day,Never,Extremely high stress,Average
"15/4/2026, 9:44:02 pm",Third year,EEE,Male,Sometimes (3-4 times a week),5-6 hours,Sometimes (3-4 times a week),Average,Sometimes,Often,Always,Moderate impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),High stress,Poor
"15/4/2026, 9:44:03 pm",First year,ECE,Male,Every night,Less than 4 hours,Often (5-6 times a week),Very good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Never,Never,Sometimes (3-4 times a week),Extremely high stress,Poor
"15/4/2026, 9:44:08 pm",Second year,CSE,Male,Often (5-6 times a week),Less than 4 hours,Often (5-6 times a week),Good,Often,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Poor
"15/4/2026, 9:44:14 pm",Third year,ECE,Female,Sometimes (3-4 times a week),Less than 4 hours,Every night,Average,Often,Never,Often (3-4 times a week),Minor impact,Every night,Never,Never,High stress,Poor
